ID,generation,school1,major type,major1_1,major1_2,major_data,job,class1,class2,class3,class4,re_registration,contest_award,nationality,inflow_route,whyBDA,what_to_gain,hope_for_group,previous_class_3,previous_class_4,previous_class_5,previous_class_6,previous_class_7,previous_class_8,major_field,desired_career_path,completed_semester,project_type,time_input,desired_job,certificate_acquisition,desired_certificate,desired_job_except_data,incumbents_level,incumbents_lecture,incumbents_company_level,incumbents_lecture_type,incumbents_lecture_scale,incumbents_lecture_scale_reason,interested_company,expected_domain,contest_participation,idea_contest,onedayclass_topic,completed
TRAIN_630,9,41,"복수 전공 ( 다중전공, 이중전공 포함 )",자연과학,경영학,True,대학생,11,,,,아니요,,내국인,지인 추천,시간적으로 부담이 없어서,데이터 분석 역량,네. 온라인으로 참여하고 싶어요,,,,,,,"자연과학, 경영학",취업,8.0,팀,5.0,"B. 데이터 분석가, C. 데이터 사이언티스트, D. 인공지능 전문가, I. 마케터",없음,"SQLD, 빅데이터 분석 기사, 정보처리기사",H. 마케터 / 영업관리,주니어 (0~3년차),커리어 패스 과정 (예시: 비전공자/전공자의 취업 준비 및 이직 과정),국내 빅테크 IT 계열 (네카라쿠배당토),"온, 오프라인 동시",3~50명 내외의 강의 리스너와 1명의 현직자,인원이 적으면 내가 참여할 수 있는 기회도 줄 것 같음,없음,K. 금융 및 보험업,,,"머신러닝 / 딥러닝 응용, SQL 응용, 태블로,파워비아이 ",0
TRAIN_631,9,13,"복수 전공 ( 다중전공, 이중전공 포함 )",경영학,경영학,False,대학생,1,2.0,,,아니요,,내국인,에브리타임,"큰 규모인 만큼, 커리큘럼이나 운영 등 관리가 잘 될것 같아서",데이터 분석 역량,아니요. 개인적으로 학회 활동을 하고 싶어요,,,,,,,"경영학, 사회과학",취업,4.0,개인,3.0,"B. 데이터 분석가, C. 데이터 사이언티스트, I. 마케터",없음,ADsP,"A. 금융 / 보험 직무, B. 기획 / 전략 / 경영 직무, H. 마케터 / 영업관리",시니어 (10년차 ~),직무 강의 (예시: 실무 진행 방식 및 직무 준비생을 위한 팁),해외 기업 (빅테크),"온, 오프라인 동시",100명 이상의 리스너와 10명 이상의 현직자,다양한 경험과 생각들을 들어보고 싶기 때문에 다인원 강의를 선택함,슈나이더 일렉트릭,"K. 금융 및 보험업, R. 예술, 스포츠 및 여가관련 서비스업, U. 국제 및 외국기관",,,"Python 응용, 데이터 시각화 (Matplotlib, Seaborn 등)",0
TRAIN_632,9,4,단일 전공,자연과학,,True,대학생,4,5.0,,,예,,내국인,기존 학회원 또는 운영진,이전 기수에 매우 만족해서,데이터 분석 역량,아니요. 개인적으로 학회 활동을 하고 싶어요,해당없음,해당없음,해당없음,해당없음,해당없음,0001 : 파이썬 문법 기초반,자연과학,취업,6.0,개인,3.0,"A. 데이터 엔지니어, B. 데이터 분석가, C. 데이터 사이언티스트, I. 마케터",ADsP,"SQLD, 빅데이터 분석 기사","E. UI/UX 디자이너, G. 자연과학계열 연구자, H. 마케터 / 영업관리",주니어 (0~3년차),커리어 패스 과정 (예시: 비전공자/전공자의 취업 준비 및 이직 과정),국내 빅테크 IT 계열 (네카라쿠배당토),"온, 오프라인 동시",3~50명 내외의 강의 리스너와 1명의 현직자,30~50 명정도가 다같이 현직자의 강의를 듣는게 질문할 때 얻어가는 것도 있기 때문,SBXG (FearX) E스포츠 구단,"K. 금융 및 보험업, M. 전문, 과학 및 기술 서비스업, N. 사업시설 관리, 사업 지원 및 임대 서비스업, O. 공공 행정, 국방 및 사회보장 행정, R. 예술, 스포츠 및 여가관련 서비스업",,,"데이터 시각화 (Matplotlib, Seaborn 등), 머신러닝 / 딥러닝 응용",1
TRAIN_633,9,25,단일 전공,IT(컴퓨터 공학 포함),,True,대학생,8,,,,아니요,,내국인,에브리타임,혼자 공부하기 어려워서,프로젝트 경험,네. 오프라인으로 참여하고 싶어요,,,,,,,IT (컴퓨터 공학 포함),취업,6.0,팀,2.0,"C. 데이터 사이언티스트, E. 소프트웨어 개발자",ADsP,"ADsP, SQLD, 빅데이터 분석 기사, 정보처리기사",D. 소프트웨어 개발자,주니어 (0~3년차),커리어 패스 과정 (예시: 비전공자/전공자의 취업 준비 및 이직 과정),국내 빅테크 IT 계열 (네카라쿠배당토),"온, 오프라인 동시",3~50명 내외의 강의 리스너와 1명의 현직자,"학회원 구성원 수가 많은데, 100명은 너무 많은 것 같아서","카카오, 삼성전자, 네이버",J. 정보통신업,,,SQL 응용,0
TRAIN_634,9,20,"복수 전공 ( 다중전공, 이중전공 포함 )",IT(컴퓨터 공학 포함),IT(컴퓨터 공학 포함),True,대학생,7,,,,아니요,,내국인,지인 추천,혼자 공부하기 어려워서,데이터 분석 역량,네. 온라인으로 참여하고 싶어요,,,,,,,"IT (컴퓨터 공학 포함), 자연과학",취업,9.0,팀,2.0,"A. 데이터 엔지니어, B. 데이터 분석가, C. 데이터 사이언티스트, E. 소프트웨어 개발자, F. UI/UX 디자이너",ADsP,"SQLD, 빅데이터 분석 기사, 정보처리기사","A. 금융 / 보험 직무, B. 기획 / 전략 / 경영 직무, C. MD, D. 소프트웨어 개발자, E. UI/UX 디자이너, H. 마케터 / 영업관리",주니어 (0~3년차),커리어 패스 과정 (예시: 비전공자/전공자의 취업 준비 및 이직 과정),국내 빅테크 IT 계열 (네카라쿠배당토),"온, 오프라인 동시",3~50명 내외의 강의 리스너와 1명의 현직자,적당한 인원이 좋고 현직자가 너무 많으면 이상하게 부담스러운 느낌..,네이버,"J. 정보통신업, K. 금융 및 보험업, O. 공공 행정, 국방 및 사회보장 행정, R. 예술, 스포츠 및 여가관련 서비스업",,,"Python 응용, 데이터 시각화 (Matplotlib, Seaborn 등), 머신러닝 / 딥러닝 응용",0
TRAIN_635,9,12,"복수 전공 ( 다중전공, 이중전공 포함 )",인문학,경영학,False,대학생,1,,,,아니요,,내국인,"대외활동 사이트(링커리어, 캠퍼스픽, 캠퍼즈, 위비티 등)",시간적으로 부담이 없어서,데이터 분석 역량,네. 온라인으로 참여하고 싶어요,,,,,,,인문학,취업,10.0,개인,3.0,"B. 데이터 분석가, I. 마케터",구글 애널리스트,"ADsP, SQLD, 빅데이터 분석 기사, 태블로 관련 자격증","B. 기획 / 전략 / 경영 직무, H. 마케터 / 영업관리",주니어 (0~3년차),커리어 패스 과정 (예시: 비전공자/전공자의 취업 준비 및 이직 과정),해외 기업 (빅테크),"온, 오프라인 동시",3~50명 내외의 강의 리스너와 1명의 현직자,너무 적으면 부담스럽고 너무 많으면 집중이 안될 것 같다,.,"C. 제조업, H. 운수 및 창고업, M. 전문, 과학 및 기술 서비스업, R. 예술, 스포츠 및 여가관련 서비스업",,,"데이터 시각화 (Matplotlib, Seaborn 등), 머신러닝 / 딥러닝 응용",0
TRAIN_636,9,45,단일 전공,IT(컴퓨터 공학 포함),,False,대학생,5,,,,아니요,,내국인,에브리타임,혼자 공부하기 어려워서,데이터 분석 역량,네. 오프라인으로 참여하고 싶어요,,,,,,,자연과학,취업,8.0,팀,4.0,B. 데이터 분석가,SQLD,"ADsP, 빅데이터 분석 기사",B. 기획 / 전략 / 경영 직무,주니어 (0~3년차),커리어 패스 과정 (예시: 비전공자/전공자의 취업 준비 및 이직 과정),국내 빅테크 IT 계열 (네카라쿠배당토),"온, 오프라인 동시",3~50명 내외의 강의 리스너와 1명의 현직자,적당한 인원이 있어야 강의분위기도 나고 집중이 잘된다,"롯데, 넥슨","I. 숙박 및 음식점업, J. 정보통신업",,,"Python 응용, 데이터 시각화 (Matplotlib, Seaborn 등)",1
TRAIN_637,9,53,"복수 전공 ( 다중전공, 이중전공 포함 )",자연과학,IT(컴퓨터 공학 포함),False,대학원생,13,,,,아니요,,내국인,기존 학회원 또는 운영진,시간적으로 부담이 없어서,공모전 경험,네. 오프라인으로 참여하고 싶어요,,,,,,,자연과학,취업,8.0,팀,2.0,"A. 데이터 엔지니어, B. 데이터 분석가, C. 데이터 사이언티스트","ADsP, SQLD, 빅데이터 분석 기사, 정보처리기사",태블로 관련 자격증,A. 금융 / 보험 직무,주니어 (0~3년차),직무 강의 (예시: 실무 진행 방식 및 직무 준비생을 위한 팁),"국내 대기업 IT 계열 (금융, 제조 ...)",온라인,3~50명 내외의 강의 리스너와 1명의 현직자,없음,삼성전자,"C. 제조업, K. 금융 및 보험업",,,"SQL 응용, 웹 크롤링",0
TRAIN_638,9,0,,,,False,취준생,4,,,,아니요,,내국인,"대외활동 사이트(링커리어, 캠퍼스픽, 캠퍼즈, 위비티 등)",혼자 공부하기 어려워서,데이터 분석 역량,네. 오프라인으로 참여하고 싶어요,,,,,,,,취업,,팀,1.5,D. 인공지능 전문가,컴퓨터활용능력,빅데이터 분석 기사,D. 소프트웨어 개발자,주니어 (0~3년차),산업 트렌드 (예시: ChatGPT로 인한 직무 변화),스타트업 C-level,오프라인,10명 내외의 강의 리스너와 1명의 현직자,인원이 적어야 멘토와 더 원활한 의사소통이 가능해서,구글 혹은 네이버,U. 국제 및 외국기관,,,"Python 응용, 머신러닝 / 딥러닝 응용, 웹 크롤링",0
TRAIN_639,9,31,"복수 전공 ( 다중전공, 이중전공 포함 )",자연과학,IT(컴퓨터 공학 포함),False,대학생,2,,,,예,,내국인,기존 학회원 또는 운영진,이전 기수에 매우 만족해서,데이터 분석 역량,네. 오프라인으로 참여하고 싶어요,해당없음,해당없음,해당없음,해당없음,해당없음,0001 : 파이썬 문법 기초반,공학 (컴퓨터 공학 제외),취업,4.0,개인,1.0,"A. 데이터 엔지니어, B. 데이터 분석가","ADsP, SQLD",정보처리기사,A. 금융 / 보험 직무,주니어 (0~3년차),커리어 패스 과정 (예시: 비전공자/전공자의 취업 준비 및 이직 과정),"국내 대기업 IT 계열 (금융, 제조 ...)","온, 오프라인 동시",3~50명 내외의 강의 리스너와 1명의 현직자,특별한 이유는 없습니다,삼성,"J. 정보통신업, K. 금융 및 보험업",,,"Python 응용, SQL 응용",0
TRAIN_640,9,16,단일 전공,경제통상학,,False,대학생,6,,,,아니요,,내국인,지인 추천,시간적으로 부담이 없어서,데이터 분석 역량,네. 온라인으로 참여하고 싶어요,,,,,,,경제통상학,취업,8.0,팀,2.0,"B. 데이터 분석가, E. 소프트웨어 개발자",없음,"ADsP, SQLD, 빅데이터 분석 기사, 정보처리기사","D. 소프트웨어 개발자, H. 마케터 / 영업관리",주니어 (0~3년차),커리어 패스 과정 (예시: 비전공자/전공자의 취업 준비 및 이직 과정),국내 빅테크 IT 계열 (네카라쿠배당토),온라인,3~50명 내외의 강의 리스너와 1명의 현직자,적당한 인원 선호,네이버,"M. 전문, 과학 및 기술 서비스업, R. 예술, 스포츠 및 여가관련 서비스업",,,"Python 응용, 데이터 시각화 (Matplotlib, Seaborn 등)",1
TRAIN_641,9,52,"복수 전공 ( 다중전공, 이중전공 포함 )",자연과학,사회과학,True,대학생,2,,,,아니요,,내국인,에브리타임,혼자 공부하기 어려워서,데이터 분석 역량,네. 온라인으로 참여하고 싶어요,,,,,,,사회과학,취업,6.0,팀,2.0,"A. 데이터 엔지니어, B. 데이터 분석가, C. 데이터 사이언티스트",ADsP,"SQLD, 빅데이터 분석 기사","B. 기획 / 전략 / 경영 직무, C. MD, H. 마케터 / 영업관리",시니어 (10년차 ~),직무 강의 (예시: 실무 진행 방식 및 직무 준비생을 위한 팁),"국내 대기업 IT 계열 (금융, 제조 ...)","온, 오프라인 동시",3~50명 내외의 강의 리스너와 1명의 현직자,집중을 위해,없습니다,"J. 정보통신업, O. 공공 행정, 국방 및 사회보장 행정",,,"Python 응용, 데이터 시각화 (Matplotlib, Seaborn 등), 머신러닝 / 딥러닝 응용, SQL 응용",1
TRAIN_642,9,7,단일 전공,IT(컴퓨터 공학 포함),,True,대학생,4,,,,아니요,,내국인,에브리타임,현직자의 강의를 듣고 싶어서,데이터 분석 역량,네. 오프라인으로 참여하고 싶어요,,,,,,,IT (컴퓨터 공학 포함),취업,6.0,팀,1.0,"A. 데이터 엔지니어, B. 데이터 분석가, C. 데이터 사이언티스트",없음,"ADsP, SQLD, 빅데이터 분석 기사","A. 금융 / 보험 직무, D. 소프트웨어 개발자",시니어 (10년차 ~),직무 강의 (예시: 실무 진행 방식 및 직무 준비생을 위한 팁),"국내 대기업 IT 계열 (금융, 제조 ...)",오프라인,100명 이상의 리스너와 10명 이상의 현직자,인원이 많으면 몰입도가 올라가서,은행,K. 금융 및 보험업,,,Python 응용,0
TRAIN_643,9,30,단일 전공,IT(컴퓨터 공학 포함),,True,대학생,4,,,,아니요,,내국인,인스타그램,혼자 공부하기 어려워서,데이터 분석 역량,네. 오프라인으로 참여하고 싶어요,,,,,,,IT (컴퓨터 공학 포함),취업,7.0,팀,4.0,"A. 데이터 엔지니어, B. 데이터 분석가",SQLD,"ADsP, 정보처리기사, 구글 애널리스트","A. 금융 / 보험 직무, D. 소프트웨어 개발자",주니어 (0~3년차),직무 강의 (예시: 실무 진행 방식 및 직무 준비생을 위한 팁),국내 빅테크 IT 계열 (네카라쿠배당토),"온, 오프라인 동시",3~50명 내외의 강의 리스너와 1명의 현직자,다양한 현직자의 강의를 듣고 싶어서,.,"K. 금융 및 보험업, P. 교육 서비스업",,,"데이터 시각화 (Matplotlib, Seaborn 등), 머신러닝 / 딥러닝 응용, 웹 크롤링",0
TRAIN_644,9,20,단일 전공,IT(컴퓨터 공학 포함),,True,대학생,6,8.0,,,아니요,,내국인,"대외활동 사이트(링커리어, 캠퍼스픽, 캠퍼즈, 위비티 등)",혼자 공부하기 어려워서,데이터 분석 역량,네. 오프라인으로 참여하고 싶어요,,,,,,,IT (컴퓨터 공학 포함),대학원 진학,6.0,팀,1.0,"A. 데이터 엔지니어, B. 데이터 분석가, C. 데이터 사이언티스트, D. 인공지능 전문가",ADsP,"SQLD, 빅데이터 분석 기사, 정보처리기사, 구글 애널리스트",A. 금융 / 보험 직무,주니어 (0~3년차),커리어 패스 과정 (예시: 비전공자/전공자의 취업 준비 및 이직 과정),국내 빅테크 IT 계열 (네카라쿠배당토),"온, 오프라인 동시",100명 이상의 리스너와 10명 이상의 현직자,여러 현직자의 의견을 들어보고 싶어서,토스,K. 금융 및 보험업,,,"데이터 시각화 (Matplotlib, Seaborn 등), 머신러닝 / 딥러닝 응용",1
TRAIN_645,9,65,"복수 전공 ( 다중전공, 이중전공 포함 )",사회과학,사회과학,False,대학생,6,,,,예,,내국인,기존 학회원 또는 운영진,이전 기수에 매우 만족해서,인적 네트워크,네. 오프라인으로 참여하고 싶어요,해당없음,해당없음,해당없음,해당없음,0004 : 데이터 분석 입문반 (머신러닝),0005 : 데이터 분석 입문반 (통계),사회과학,취업,6.0,개인,3.0,"B. 데이터 분석가, G. PM/서비스 기획자, I. 마케터, J. MD",ADsP,"SQLD, 정보처리기사","C. MD, H. 마케터 / 영업관리",주니어 (0~3년차),커리어 패스 과정 (예시: 비전공자/전공자의 취업 준비 및 이직 과정),스타트업 C-level,"온, 오프라인 동시",10명 내외의 강의 리스너와 1명의 현직자,인원이 적어야 집중 가능,컬리,"G. 도매 및 소매업, I. 숙박 및 음식점업, Q. 보건업 및 사회복지 서비스업, R. 예술, 스포츠 및 여가관련 서비스업",,,"Python 응용, 데이터 시각화 (Matplotlib, Seaborn 등)",1
TRAIN_646,9,75,"복수 전공 ( 다중전공, 이중전공 포함 )",IT(컴퓨터 공학 포함),IT(컴퓨터 공학 포함),True,대학생,4,5.0,,,아니요,,내국인,에브리타임,혼자 공부하기 어려워서,데이터 분석 역량,네. 온라인으로 참여하고 싶어요,,,,,,,자연과학,대학원 진학,4.0,팀,3.0,"B. 데이터 분석가, C. 데이터 사이언티스트",없음,"ADsP, 빅데이터 분석 기사, 정보처리기사","B. 기획 / 전략 / 경영 직무, G. 자연과학계열 연구자, H. 마케터 / 영업관리",시니어 (10년차 ~),커리어 패스 과정 (예시: 비전공자/전공자의 취업 준비 및 이직 과정),"국내 대기업 IT 계열 (금융, 제조 ...)","온, 오프라인 동시",100명 이상의 리스너와 10명 이상의 현직자,다양한 의견을 듣고싶어서,모르겠다,"M. 전문, 과학 및 기술 서비스업",,,"데이터 시각화 (Matplotlib, Seaborn 등), 머신러닝 / 딥러닝 응용",1
TRAIN_647,9,35,단일 전공,의약학,,False,대학생,5,,,,아니요,,내국인,인스타그램,시간적으로 부담이 없어서,데이터 분석 역량,네. 온라인으로 참여하고 싶어요,,,,,,,공학 (컴퓨터 공학 제외),취업,6.0,팀,0.0,반도체 공정기술 엔지니어,없음,"ADsP, SQLD",G. 자연과학계열 연구자,시니어 (10년차 ~),직무 강의 (예시: 실무 진행 방식 및 직무 준비생을 위한 팁),국내 빅테크 IT 계열 (네카라쿠배당토),온라인,100명 이상의 리스너와 10명 이상의 현직자,더 많은 현직자들의 의견을 종합적으로 듣고 싶어서,삼성전자DS,"M. 전문, 과학 및 기술 서비스업",,,"Python 응용, 데이터 시각화 (Matplotlib, Seaborn 등)",1
TRAIN_648,9,20,"복수 전공 ( 다중전공, 이중전공 포함 )",사회과학,자연과학,False,대학생,8,,,,예,,내국인,기존 학회원 또는 운영진,이전 기수에 매우 만족해서,프로젝트 경험,네. 온라인으로 참여하고 싶어요,해당없음,해당없음,해당없음,해당없음,해당없음,0006 : 데이터 분석 전처리반(판다스),자연과학,취업,8.0,팀,3.0,C. 데이터 사이언티스트,"ADsP, SQLD",빅데이터 분석 기사,D. 소프트웨어 개발자,주니어 (0~3년차),직무 강의 (예시: 실무 진행 방식 및 직무 준비생을 위한 팁),"국내 대기업 IT 계열 (금융, 제조 ...)",온라인,3~50명 내외의 강의 리스너와 1명의 현직자,온라인으로 원활히 진행하기 편한 정도,삼성새ㅇ명,K. 금융 및 보험업,,,웹 크롤링,0
TRAIN_649,9,26,"복수 전공 ( 다중전공, 이중전공 포함 )",인문학,경영학,False,대학생,5,,,,아니요,,내국인,에브리타임,혼자 공부하기 어려워서,데이터 분석 역량,아니요. 개인적으로 학회 활동을 하고 싶어요,,,,,,,인문학,취업,8.0,개인,2.0,"B. 데이터 분석가, I. 마케터",없음,"ADsP, SQLD, 빅데이터 분석 기사",H. 마케터 / 영업관리,주니어 (0~3년차),커리어 패스 과정 (예시: 비전공자/전공자의 취업 준비 및 이직 과정),국내 빅테크 IT 계열 (네카라쿠배당토),"온, 오프라인 동시",100명 이상의 리스너와 10명 이상의 현직자,인원 제한 상관 없음,인바디,Q. 보건업 및 사회복지 서비스업,,,"데이터 시각화 (Matplotlib, Seaborn 등), SQL 응용",0
TRAIN_650,9,16,"복수 전공 ( 다중전공, 이중전공 포함 )",경영학,IT(컴퓨터 공학 포함),True,대학생,1,2.0,,,아니요,,내국인,인스타그램,"큰 규모인 만큼, 커리큘럼이나 운영 등 관리가 잘 될것 같아서",데이터 분석 역량,네. 온라인으로 참여하고 싶어요,,,,,,,공학 (컴퓨터 공학 제외),취업,6.0,팀,2.0,"A. 데이터 엔지니어, B. 데이터 분석가, C. 데이터 사이언티스트, D. 인공지능 전문가",없음,"ADsP, SQLD, 빅데이터 분석 기사, 태블로 관련 자격증, 구글 애널리스트","A. 금융 / 보험 직무, B. 기획 / 전략 / 경영 직무",주니어 (0~3년차),직무 강의 (예시: 실무 진행 방식 및 직무 준비생을 위한 팁),국내 빅테크 IT 계열 (네카라쿠배당토),"온, 오프라인 동시",10명 내외의 강의 리스너와 1명의 현직자,리스너와 강연자의 관계 형성리스너들의 강의 질 상승,"네이버, 배달의민족, 토스, SM Ent","K. 금융 및 보험업, M. 전문, 과학 및 기술 서비스업, R. 예술, 스포츠 및 여가관련 서비스업",,,"Python 응용, 데이터 시각화 (Matplotlib, Seaborn 등), 머신러닝 / 딥러닝 응용, SQL 응용, 웹 크롤링",0
TRAIN_651,9,11,"복수 전공 ( 다중전공, 이중전공 포함 )",사회과학,IT(컴퓨터 공학 포함),False,대학생,4,,,,아니요,,내국인,에브리타임,시간적으로 부담이 없어서,데이터 분석 역량,아니요. 개인적으로 학회 활동을 하고 싶어요,,,,,,,교육학,취업,4.0,개인,2.0,"B. 데이터 분석가, C. 데이터 사이언티스트",없음,"ADsP, SQLD, 빅데이터 분석 기사, 정보처리기사","D. 소프트웨어 개발자, F. PM / 서비스 기획자",주니어 (0~3년차),커리어 패스 과정 (예시: 비전공자/전공자의 취업 준비 및 이직 과정),해외 기업 (빅테크),"온, 오프라인 동시",3~50명 내외의 강의 리스너와 1명의 현직자,제일 무난한 것 같아서,구글,"J. 정보통신업, O. 공공 행정, 국방 및 사회보장 행정, U. 국제 및 외국기관",,,"Python 응용, 데이터 시각화 (Matplotlib, Seaborn 등)",0
TRAIN_652,9,52,단일 전공,경영학,,True,취준생,5,,,,예,,내국인,기존 학회원 또는 운영진,이전 기수에 매우 만족해서,데이터 분석 역량,아니요. 개인적으로 학회 활동을 하고 싶어요,0006 : 데이터 분석 전처리반(판다스),해당없음,해당없음,0008 : 데이터 분석 모델링반 (ML1),해당없음,0007 : 데이터 분석 전처리 적용반,경영학,취업,8.0,개인,2.0,"A. 데이터 엔지니어, B. 데이터 분석가","ADsP, SQLD, 빅데이터 분석 기사, 정보처리기사",태블로 관련 자격증,"B. 기획 / 전략 / 경영 직무, E. UI/UX 디자이너, H. 마케터 / 영업관리",주니어 (0~3년차),직무 강의 (예시: 실무 진행 방식 및 직무 준비생을 위한 팁),국내 빅테크 IT 계열 (네카라쿠배당토),"온, 오프라인 동시",3~50명 내외의 강의 리스너와 1명의 현직자,적당해서,카카오,"R. 예술, 스포츠 및 여가관련 서비스업",,,SQL 응용,0
TRAIN_653,9,53,단일 전공,경영학,,True,대학생,1,,,,아니요,,내국인,인스타그램,현직자의 강의를 듣고 싶어서,데이터 분석 역량,아니요. 개인적으로 학회 활동을 하고 싶어요,,,,,,,경영학,대학원 진학,2.0,개인,2.0,C. 데이터 사이언티스트,없음,"ADsP, 구글 애널리스트",D. 소프트웨어 개발자,시니어 (10년차 ~),직무 강의 (예시: 실무 진행 방식 및 직무 준비생을 위한 팁),해외 기업 (빅테크),"온, 오프라인 동시",10명 내외의 강의 리스너와 1명의 현직자,질의응답을 하려면 적은 인원이 좋을 것 같습니다,"메타, 네이버","J. 정보통신업, R. 예술, 스포츠 및 여가관련 서비스업",,,"Python 응용, 데이터 시각화 (Matplotlib, Seaborn 등)",0
TRAIN_654,9,31,"복수 전공 ( 다중전공, 이중전공 포함 )",자연과학,IT(컴퓨터 공학 포함),True,대학생,7,,,,아니요,,내국인,에브리타임,혼자 공부하기 어려워서,인적 네트워크,네. 오프라인으로 참여하고 싶어요,,,,,,,"공학 (컴퓨터 공학 제외), 사회과학",대학원 진학,6.0,팀,3.0,D. 인공지능 전문가,없음,.,D. 소프트웨어 개발자,주니어 (0~3년차),직무 강의 (예시: 실무 진행 방식 및 직무 준비생을 위한 팁),"국내 대기업 IT 계열 (금융, 제조 ...)","온, 오프라인 동시",3~50명 내외의 강의 리스너와 1명의 현직자,여러 사람과 듣고싶어서,현대자동차,"M. 전문, 과학 및 기술 서비스업",,,머신러닝 / 딥러닝 응용,0
TRAIN_655,9,22,"복수 전공 ( 다중전공, 이중전공 포함 )",자연과학,IT(컴퓨터 공학 포함),False,대학생,1,4.0,,,아니요,,내국인,에브리타임,혼자 공부하기 어려워서,데이터 분석 역량,네. 온라인으로 참여하고 싶어요,,,,,,,"공학 (컴퓨터 공학 제외), 자연과학",취업,8.0,팀,1.0,품질,없음,"ADsP, SQLD, 빅데이터 분석 기사, 정보처리기사",G. 자연과학계열 연구자,시니어 (10년차 ~),직무 강의 (예시: 실무 진행 방식 및 직무 준비생을 위한 팁),"국내 대기업 IT 계열 (금융, 제조 ...)","온, 오프라인 동시",3~50명 내외의 강의 리스너와 1명의 현직자, ,"seegen, cop",C. 제조업,,,Python 응용,1
TRAIN_656,9,0,,,,False,대학생,2,,,,아니요,,내국인,에브리타임,혼자 공부하기 어려워서,프로젝트 경험,네. 온라인으로 참여하고 싶어요,,,,,,,,취업,,팀,2.0,B. 데이터 분석가,ADsP,"SQLD, 정보처리기사",A. 금융 / 보험 직무,주니어 (0~3년차),커리어 패스 과정 (예시: 비전공자/전공자의 취업 준비 및 이직 과정),"국내 대기업 IT 계열 (금융, 제조 ...)","온, 오프라인 동시",3~50명 내외의 강의 리스너와 1명의 현직자,적당해서,아직 없음,K. 금융 및 보험업,,,웹 크롤링,0
TRAIN_657,9,30,"복수 전공 ( 다중전공, 이중전공 포함 )",IT(컴퓨터 공학 포함),IT(컴퓨터 공학 포함),False,대학생,7,,,,예,,내국인,기존 학회원 또는 운영진,이전 기수에 매우 만족해서,프로젝트 경험,아니요. 개인적으로 학회 활동을 하고 싶어요,해당없음,해당없음,해당없음,해당없음,"0002 : SQL 문법 기초반, 0004 : 데이터 분석 입문반 (머신러닝)",0005 : 데이터 분석 입문반 (통계),"IT (컴퓨터 공학 포함), 자연과학",대학원 진학,8.0,개인,2.0,H. 자연과학계열 연구자,"ADsP, SQLD, 구글 애널리스트","빅데이터 분석 기사, 정보처리기사","D. 소프트웨어 개발자, E. UI/UX 디자이너, F. PM / 서비스 기획자, G. 자연과학계열 연구자",주니어 (0~3년차),직무 강의 (예시: 실무 진행 방식 및 직무 준비생을 위한 팁),"국내 대기업 IT 계열 (금융, 제조 ...)","온, 오프라인 동시",100명 이상의 리스너와 10명 이상의 현직자,.,화이자,"M. 전문, 과학 및 기술 서비스업",,,머신러닝 / 딥러닝 응용,0
TRAIN_658,9,15,"복수 전공 ( 다중전공, 이중전공 포함 )",인문학,,False,직장인,1,2.0,,,아니요,,내국인,인스타그램,혼자 공부하기 어려워서,데이터 분석 역량,네. 오프라인으로 참여하고 싶어요,,,,,,,경영학,이직,9.0,팀,1.0,G. PM/서비스 기획자,없음,"ADsP, SQLD","B. 기획 / 전략 / 경영 직무, F. PM / 서비스 기획자",주니어 (0~3년차),커리어 패스 과정 (예시: 비전공자/전공자의 취업 준비 및 이직 과정),국내 빅테크 IT 계열 (네카라쿠배당토),"온, 오프라인 동시",3~50명 내외의 강의 리스너와 1명의 현직자,"대형 강연은 질문을 많이 할 수 없을 것 같고, 너무 소수이면 부담스럽다","토스, 당근, 네이버","J. 정보통신업, K. 금융 및 보험업",,,"SQL 응용, 웹 크롤링",0
TRAIN_659,9,26,단일 전공,경영학,,False,대학생,2,,,,아니요,,내국인,지인 추천,혼자 공부하기 어려워서,데이터 분석 역량,네. 오프라인으로 참여하고 싶어요,,,,,,,경영학,취업,6.0,팀,2.0,I. 마케터,없음,"ADsP, SQLD","B. 기획 / 전략 / 경영 직무, H. 마케터 / 영업관리",주니어 (0~3년차),커리어 패스 과정 (예시: 비전공자/전공자의 취업 준비 및 이직 과정),"국내 대기업 IT 계열 (금융, 제조 ...)","온, 오프라인 동시",100명 이상의 리스너와 10명 이상의 현직자,다양한 현직자분들의 강의를 듣고 싶어서,"아코르, 호텔롯데","I. 숙박 및 음식점업, R. 예술, 스포츠 및 여가관련 서비스업",,,"Python 응용, SQL 응용",0
